1.00047 2920
1.00097 4380
1.00099 5840
1.00146 7300
1.00149 8760
1.00151 10220
1.00154 11680
1.00196 13140
1.00199 14600
1.00201 16060
1.00204 17520
1.00206 18980
1.00208 20440
1.00211 21900
1.00213 23360
1.00303 24820
1.00363 26280
1.0042 27740
1.00475 29200
1.00527 30660
1.00577 32120
1.00626 33580
1.00675 35040
1.00723 36500
1.00772 37960
1.00821 39420
1.0087 40880
1.00919 42340
1.00968 43800
1.01017 45260
1.01066 46720
1.01115 48180
1.01164 49640
1.01213 51100
1.01262 52560
1.01311 54020
1.0136 55480
1.01409 56940
1.01458 58400
1.01507 59860
1.01556 61320
1.01605 62780
1.01654 64240
1.01703 65700
1.01752 67160
1.01801 68620
1.0185 70080
1.01899 71540
1.01947 73000
1.01996 74460
1.02045 75920
1.02094 77380
1.02143 78840
1.02192 80300
1.02241 81760
1.0229 83220
1.02339 84680
1.02388 86140
1.02437 87600
1.02454 60172
1.02486 61632
1.02486 60172
1.02535 61632
1.02535 60172
1.02584 61632
1.02584 60172
1.02633 61632
1.02633 60172
1.02682 61632
1.02682 60172
1.02731 61632
1.02731 60172
1.0278 61632
1.0278 60172
1.02829 61632
1.02829 60172
1.02878 61632
1.02878 60172
1.02927 61632
1.02927 60172
1.02976 61632
1.02976 60172
1.03025 61632
1.03025 60172
1.03074 61632
1.03074 60172
1.03123 61632
1.03123 60172
1.03171 61632
1.03171 60172
1.0322 61632
1.0322 60172
1.03269 61632
1.03269 60172
1.03318 61632
1.03318 60172
1.03367 61632
1.03367 60172
1.03416 61632
1.03416 60172
1.03465 61632
1.03465 60172
1.03514 61632
1.03514 60172
1.03563 61632
1.03563 60172
1.03612 61632
1.03612 60172
1.03661 61632
1.03661 60172
1.0371 61632
1.0371 60172
1.03759 61632
1.03759 60172
1.03808 61632
1.03808 60172
1.03857 61632
1.03857 60172
1.03906 61632
1.03906 60172
1.03955 61632
1.03955 60172
1.04004 61632
1.04004 60172
1.04053 61632
1.04053 60172
1.04102 61632
1.04102 60172
1.04151 61632
1.04151 60172
1.042 61632
1.042 60172
1.04249 61632
1.04249 60172
1.04298 61632
1.04298 60172
1.04347 61632
1.04347 60172
1.04395 61632
1.04395 60172
1.04444 61632
1.04444 60172
1.04493 61632
1.04493 60172
1.04542 61632
1.04542 60172
1.04591 61632
1.04591 60172
1.0464 61632
1.0464 60172
1.04689 61632
1.04689 60172
1.04738 61632
1.04738 60172
1.04787 61632
1.04787 60172
1.04836 61632
1.04836 60172
1.04885 61632
1.04885 60172
1.04934 61632
1.04934 60172
1.04983 61632
1.04983 60172
1.05032 61632
1.05032 60172
1.05081 61632
1.05081 60172
1.0513 61632
1.0513 60172
1.05179 61632
1.05179 60172
1.05228 61632
1.05228 60172
1.05277 61632
1.05277 60172
1.05326 61632
1.05326 60172
1.05375 61632
1.05375 60172
1.05424 61632
1.05424 60172
1.05473 61632
1.05473 60172
1.05522 61632
1.05522 60172
1.05571 61632
1.05571 60172
